,carat,cut,color,clarity,depth,table,price,x,y,z
376,1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33
377,0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5
378,0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48
379,0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6
380,0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51
381,0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69
382,0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64
383,0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79
386,0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,3.53
387,0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45
388,0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5
389,0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3.49
390,0.32,Premium,I,SI1,62.7,58.0,554,4.37,4.34,2.73
391,0.32,Premium,I,SI1,62.8,58.0,554,4.39,4.34,2.74
392,0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72
393,0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67
394,0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76
395,0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7
396,0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62
397,0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2.64
398,0.3,Premium,H,SI1,62.9,58.0,554,4.28,4.24,2.68
399,0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2.71
400,0.3,Good,H,SI1,63.8,55.0,554,4.26,4.2,2.7
401,0.3,Ideal,H,SI1,62.9,57.0,554,4.27,4.22,2.67
402,0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69
403,0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78
404,0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95
405,0.29,Very Good,E,VS1,61.9,55.0,555,4.28,4.33,2.66
406,0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,2.63
407,0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2.68
408,0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76
409,0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75
410,0.34,Ideal,I,VS1,61.8,55.0,555,4.48,4.52,2.78
411,0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,2.8
412,0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68
413,0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64
414,0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77
415,0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9
416,0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,2.7
417,0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82
418,0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,2.66
419,0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,2.52
420,0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54
421,0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,5.71,3.46
422,0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,3.56
424,0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3.46
425,0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,3.18
426,0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77
427,0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,5.95,3.79
428,0.91,Good,I,VS2,64.3,58.0,2813,6.09,6.05,3.9
429,0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,3.63
430,0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,3.62
431,0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,3.57
432,0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23
433,0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,6.01,3.49
434,0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58
435,0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49
436,0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52
437,0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54
438,0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53
439,0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94
441,0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76
442,0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3.47
444,1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94
445,0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64
446,0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32
447,0.71,Good,D,VS1,63.4,55.0,2816,5.61,5.69,3.58
448,0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64
449,0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85
450,0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,3.76
451,0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53
452,0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53
453,0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3.54
454,0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53
455,0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38
456,0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46
457,0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54
458,0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52
459,0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53
460,0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3.88
462,0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52
463,0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41
464,0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54
465,1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93
466,0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73
467,0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68
468,0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,5.61,3.54
469,0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5
470,0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5
471,0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,3.55
472,1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,4.08
473,0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,5.68,3.61
474,0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58
475,0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45
476,0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83
477,0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,5.69,3.57
478,0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,3.59
479,0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54
480,0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22
481,0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55
482,0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63
483,0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51
484,0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56
485,0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6
486,0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,5.7,3.62
487,0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48
488,0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51
489,0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52
490,0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58
491,0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44
492,0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34
493,0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57
494,0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58
495,0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57
496,0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,3.52
497,0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48
498,0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48
499,0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3.86
500,0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52
501,0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51
502,0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3.56
503,0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46
505,0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,3.51
506,0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51
507,0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46
508,0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49
509,0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,5.71,3.52
510,0.79,Very Good,D,SI2,62.8,59.0,2823,5.86,5.9,3.69
511,0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,3.89
512,0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54
513,0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4
515,0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47
516,0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5
517,0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63
518,0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62
519,0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,3.74
520,0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67
521,0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54
522,0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64
523,0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,3.58
524,0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74
525,1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13
527,0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58
529,0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,3.79
530,0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5
531,0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,5.58,3.54
532,0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,3.42
533,0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,6.07,3.88
534,0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62
535,0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88
536,0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,3.54
537,0.72,Good,D,VS2,64.0,54.0,2827,5.68,5.7,3.64
538,0.79,Premium,H,VVS2,62.6,58.0,2827,5.96,5.9,3.71
539,0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52
540,0.7,Ideal,H,VVS1,62.3,55.0,2827,5.66,5.7,3.54
541,0.7,Ideal,D,SI2,60.6,57.0,2828,5.74,5.77,3.49
542,1.01,Premium,H,SI2,61.6,61.0,2828,6.39,6.31,3.91
543,0.72,Premium,F,VS1,62.2,58.0,2829,5.75,5.7,3.56
544,0.8,Good,E,SI2,63.7,54.0,2829,5.91,5.87,3.75
545,0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33
546,0.72,Ideal,F,VS1,61.7,57.0,2829,5.77,5.74,3.55
547,0.75,Premium,E,SI2,61.9,57.0,2829,5.88,5.82,3.62
548,0.8,Premium,E,SI2,60.2,57.0,2829,6.05,6.01,3.63
549,0.71,Very Good,E,VS2,62.7,59.0,2830,5.65,5.7,3.56
550,0.77,Very Good,H,SI1,61.7,56.0,2830,5.84,5.89,3.62
551,0.97,Ideal,F,I1,60.7,56.0,2830,6.41,6.43,3.9
552,0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,5.29,3.19
553,0.53,Ideal,F,VVS1,61.8,57.0,2830,5.16,5.19,3.2
554,0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,5.99,3.7
555,0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,3.74
556,0.76,Very Good,E,SI2,60.8,60.0,2831,5.89,5.98,3.61
557,0.72,Ideal,E,SI1,62.3,57.0,2831,5.7,5.76,3.57
558,0.75,Ideal,E,SI1,61.4,57.0,2831,5.82,5.87,3.59
559,0.72,Premium,E,SI1,62.1,58.0,2831,5.73,5.76,3.57
560,0.79,Ideal,G,SI1,61.8,56.0,2831,5.93,5.91,3.66
561,0.72,Very Good,F,VS2,62.5,58.0,2832,5.71,5.75,3.58
562,0.91,Very Good,I,SI2,62.8,61.0,2832,6.15,6.18,3.87
563,0.71,Premium,G,VVS2,62.1,57.0,2832,5.75,5.65,3.54
564,0.81,Premium,G,SI1,63.0,60.0,2832,5.87,5.81,3.68
565,0.82,Ideal,H,SI1,62.5,57.0,2832,5.91,5.97,3.71
566,0.71,Premium,F,VS1,62.2,58.0,2832,5.72,5.66,3.54
567,0.9,Good,J,SI1,64.3,63.0,2832,6.05,6.01,3.88
568,0.8,Very Good,I,VS2,62.0,58.0,2833,5.86,5.95,3.66
569,0.56,Very Good,E,IF,61.0,59.0,2833,5.28,5.34,3.24
570,0.7,Very Good,D,VS2,59.6,61.0,2833,5.77,5.8,3.45
571,0.7,Ideal,D,VS2,61.0,57.0,2833,5.74,5.76,3.51
572,0.61,Ideal,F,VVS2,61.7,55.0,2833,5.45,5.48,3.37
573,0.85,Ideal,H,SI2,62.5,57.0,2833,6.02,6.07,3.78
574,0.7,Ideal,F,SI1,60.7,57.0,2833,5.73,5.75,3.49
575,0.8,Ideal,G,VS2,62.2,56.0,2834,5.94,5.87,3.67
576,0.8,Ideal,H,VS2,62.8,57.0,2834,5.91,5.87,3.7
577,0.51,Very Good,D,VVS1,59.9,58.0,2834,5.16,5.19,3.1
578,0.53,Ideal,F,VVS1,61.4,57.0,2834,5.2,5.23,3.2
579,0.78,Ideal,I,VS2,61.8,55.0,2834,5.92,5.95,3.67
580,0.9,Very Good,J,SI1,63.4,54.0,2834,6.17,6.14,3.9
581,0.9,Fair,G,SI2,65.3,59.0,2834,6.07,6.0,3.94
582,0.77,Ideal,E,SI2,60.7,55.0,2834,6.01,5.95,3.63
583,0.73,Ideal,F,VS1,61.2,56.0,2835,5.89,5.81,3.58
584,0.63,Ideal,F,VVS2,61.9,57.0,2835,5.47,5.51,3.4
585,0.7,Ideal,E,VS2,61.5,54.0,2835,5.7,5.75,3.52
586,0.72,Ideal,E,VS2,62.8,57.0,2835,5.71,5.73,3.59
587,0.72,Ideal,E,SI1,61.0,57.0,2835,5.78,5.8,3.53
588,0.75,Premium,F,VS2,59.6,59.0,2835,6.04,5.94,3.57
589,0.82,Very Good,H,SI1,60.7,56.0,2836,6.04,6.06,3.67
590,0.71,Good,E,VS2,62.8,60.0,2836,5.6,5.65,3.53
591,0.7,Premium,E,VS1,62.6,59.0,2837,5.69,5.66,3.55
592,0.7,Ideal,E,VS1,61.8,56.0,2837,5.74,5.69,3.53
593,0.71,Ideal,F,SI1,59.8,53.0,2838,5.86,5.82,3.49
594,0.76,Very Good,H,SI1,60.9,55.0,2838,5.92,5.94,3.61
595,0.82,Fair,F,SI1,64.9,58.0,2838,5.83,5.79,3.77
596,0.72,Premium,F,VS1,58.8,60.0,2838,5.91,5.89,3.47
597,0.7,Premium,F,VS2,62.3,58.0,2838,5.72,5.64,3.54
598,0.7,Premium,F,VS2,61.7,58.0,2838,5.69,5.63,3.49
599,0.7,Premium,G,VS1,62.6,55.0,2838,5.73,5.64,3.56
600,0.7,Premium,F,VS2,59.4,61.0,2838,5.83,5.79,3.45
601,0.7,Very Good,E,SI1,63.5,59.0,2838,5.53,5.49,3.5
602,0.7,Premium,F,VS2,60.9,61.0,2838,5.71,5.66,3.46
603,0.7,Premium,F,VS2,59.5,58.0,2838,5.85,5.75,3.45
604,0.7,Premium,G,VS1,63.0,60.0,2838,5.64,5.57,3.53
605,0.74,Very Good,E,SI1,60.0,57.0,2839,5.85,5.89,3.52
606,0.71,Ideal,F,VS1,61.5,57.0,2839,5.74,5.71,3.52
607,0.7,Ideal,F,VS1,61.6,54.0,2839,5.75,5.72,3.53
608,0.71,Ideal,F,VS1,62.1,55.0,2839,5.82,5.68,3.57
609,0.71,Premium,F,VS1,59.1,61.0,2839,5.84,5.81,3.44
610,0.71,Premium,F,VS1,59.0,60.0,2839,5.82,5.8,3.43
611,0.71,Premium,F,VS1,60.5,58.0,2839,5.75,5.72,3.47
612,0.7,Ideal,F,VS1,62.4,53.0,2839,5.73,5.71,3.57
613,0.73,Ideal,G,VS2,61.8,54.0,2839,5.8,5.82,3.59
614,0.7,Ideal,E,VS2,62.1,54.0,2839,5.69,5.72,3.54
615,0.7,Ideal,G,VS1,61.3,57.0,2839,5.71,5.74,3.51
616,0.71,Premium,G,VVS2,60.3,58.0,2839,5.82,5.78,3.5
617,0.71,Premium,F,VS1,59.2,58.0,2839,5.87,5.82,3.46
618,0.79,Premium,G,VS2,59.3,62.0,2839,6.09,6.01,3.59
619,0.71,Premium,F,VS1,62.7,59.0,2839,5.7,5.62,3.55
620,0.77,Very Good,H,VS1,61.0,60.0,2840,5.9,5.87,3.59
621,0.75,Very Good,F,SI2,59.8,56.0,2840,5.85,5.92,3.52
622,0.7,Ideal,F,SI1,61.0,56.0,2840,5.75,5.8,3.52
623,0.71,Premium,F,VS2,59.3,56.0,2840,5.88,5.82,3.47
624,0.92,Ideal,D,SI2,61.9,56.0,2840,6.27,6.2,3.86
625,0.83,Premium,F,SI2,61.4,59.0,2840,6.08,6.04,3.72
626,0.7,Premium,H,VVS1,59.2,60.0,2840,5.87,5.78,3.45
627,0.73,Premium,F,VS2,60.3,59.0,2841,5.9,5.87,3.55
628,0.71,Very Good,D,VS1,63.4,55.0,2841,5.69,5.61,3.58
629,0.73,Very Good,D,SI1,63.9,57.0,2841,5.66,5.71,3.63
630,0.82,Ideal,F,SI2,61.7,53.0,2841,6.0,6.12,3.74
631,0.82,Ideal,F,SI2,62.3,56.0,2841,5.96,6.02,3.73
632,0.82,Very Good,F,SI2,59.7,57.0,2841,6.12,6.14,3.66
633,0.52,Ideal,F,VVS1,61.2,56.0,2841,5.19,5.21,3.18
634,1.0,Premium,F,I1,58.9,60.0,2841,6.6,6.55,3.87
636,0.73,Ideal,D,SI1,61.4,57.0,2841,5.76,5.8,3.55
637,0.73,Premium,F,VS2,59.9,59.0,2841,5.87,5.77,3.5
638,0.73,Premium,G,VS1,61.4,58.0,2841,5.82,5.77,3.56
639,0.8,Ideal,I,VS1,62.6,54.0,2842,5.92,5.96,3.72
640,0.7,Premium,F,VS2,58.7,61.0,2842,5.8,5.72,3.38
641,0.7,Very Good,E,VS2,60.2,62.0,2843,5.71,5.75,3.45
642,0.7,Very Good,E,VS2,62.7,58.0,2843,5.65,5.67,3.55
643,0.71,Very Good,E,VS2,59.4,58.0,2843,5.76,5.82,3.44
644,0.81,Very Good,F,SI2,63.2,58.0,2843,5.91,5.92,3.74
645,0.71,Very Good,D,SI1,61.5,58.0,2843,5.73,5.79,3.54
646,0.73,Ideal,G,VVS2,61.3,57.0,2843,5.81,5.84,3.57
647,0.73,Very Good,F,VS1,61.8,59.0,2843,5.73,5.79,3.56
648,0.72,Ideal,E,VS2,62.0,57.0,2843,5.71,5.74,3.55
649,0.81,Ideal,F,SI2,62.1,57.0,2843,5.91,5.95,3.68
650,0.71,Ideal,G,VVS2,60.7,57.0,2843,5.81,5.78,3.52
652,0.7,Very Good,E,VS1,62.0,59.0,2844,5.65,5.68,3.51
653,1.01,Ideal,I,I1,61.5,57.0,2844,6.45,6.46,3.97
654,1.01,Good,I,I1,63.1,57.0,2844,6.35,6.39,4.02
655,0.79,Ideal,H,VS2,62.5,57.0,2844,5.91,5.93,3.7
656,0.7,Very Good,E,VS2,61.8,59.0,2845,5.65,5.68,3.5
657,0.7,Very Good,E,VS2,58.9,60.0,2845,5.83,5.85,3.44
658,0.8,Good,H,VS2,63.4,60.0,2845,5.92,5.82,3.72
659,1.27,Premium,H,SI2,59.3,61.0,2845,7.12,7.05,4.2
660,0.79,Ideal,D,SI1,61.5,56.0,2846,5.96,5.91,3.65
661,0.72,Very Good,F,VS1,60.2,59.0,2846,5.79,5.84,3.5
662,0.73,Ideal,H,VVS2,61.6,56.0,2846,5.79,5.84,3.58
663,1.01,Fair,H,SI2,65.4,59.0,2846,6.3,6.26,4.11
664,1.01,Good,H,I1,64.2,61.0,2846,6.25,6.18,3.99
665,0.73,Ideal,E,SI1,59.1,59.0,2846,5.92,5.95,3.51
666,0.7,Ideal,E,SI1,61.6,57.0,2846,5.71,5.76,3.53
667,0.7,Good,F,VS2,59.1,61.0,2846,5.76,5.84,3.43
668,0.77,Premium,E,SI1,62.9,59.0,2846,5.84,5.79,3.66
669,0.77,Premium,G,VS2,61.3,60.0,2846,5.91,5.81,3.59
670,0.77,Premium,G,VS1,61.4,58.0,2846,5.94,5.89,3.63
671,0.84,Very Good,H,SI1,61.2,57.0,2847,6.1,6.12,3.74
672,0.72,Ideal,E,SI1,60.3,57.0,2847,5.83,5.85,3.52
673,0.76,Premium,D,SI1,61.1,59.0,2847,5.93,5.88,3.61
674,0.7,Very Good,G,VVS2,62.9,59.0,2848,5.61,5.68,3.55
675,0.54,Ideal,D,VVS2,61.5,55.0,2848,5.25,5.29,3.24
676,0.75,Fair,D,SI2,64.6,57.0,2848,5.74,5.72,3.7
677,0.79,Good,E,SI1,64.1,54.0,2849,5.86,5.84,3.75
678,0.74,Very Good,E,VS1,63.1,58.0,2849,5.75,5.73,3.62
679,0.7,Very Good,E,VS2,61.0,60.0,2850,5.74,5.77,3.51
680,0.7,Ideal,F,VS2,60.8,59.0,2850,5.69,5.79,3.49
681,0.75,Ideal,J,SI1,61.5,56.0,2850,5.83,5.87,3.6
682,1.2,Very Good,H,I1,63.1,60.0,2850,6.75,6.67,4.23
683,0.8,Very Good,F,SI1,63.4,57.0,2851,5.89,5.82,3.71
684,0.66,Ideal,D,VS1,62.1,56.0,2851,5.54,5.57,3.45
685,0.87,Very Good,F,SI2,61.0,63.0,2851,6.22,6.07,3.75
686,0.86,Premium,H,SI1,62.7,59.0,2851,6.04,5.98,3.77
687,0.74,Ideal,F,SI1,61.0,57.0,2851,5.85,5.81,3.56
688,0.58,Very Good,E,IF,60.6,59.0,2852,5.37,5.43,3.27
689,0.78,Ideal,I,VS1,61.5,57.0,2852,5.88,5.92,3.63
690,0.74,Ideal,G,SI1,61.3,55.0,2852,5.85,5.86,3.59
691,0.73,Ideal,E,SI1,62.7,55.0,2852,5.7,5.79,3.6
692,0.91,Very Good,I,SI1,63.5,57.0,2852,6.12,6.07,3.87
693,0.71,Premium,F,VS2,62.6,58.0,2853,5.67,5.7,3.56
694,0.71,Good,G,VS1,63.5,55.0,2853,5.64,5.66,3.59
695,0.79,Ideal,D,SI2,62.8,57.0,2853,5.9,5.85,3.69
696,0.79,Premium,D,SI2,60.0,60.0,2853,6.07,6.03,3.63
697,0.71,Premium,E,SI1,62.7,58.0,2853,5.73,5.66,3.57
698,0.82,Premium,I,VS1,61.9,58.0,2853,5.99,5.97,3.7
699,0.78,Very Good,H,VS1,61.9,57.1,2854,5.87,5.95,3.66
700,0.7,Very Good,E,VS1,62.4,56.0,2854,5.64,5.7,3.54
701,1.12,Premium,H,I1,59.1,61.0,2854,6.78,6.75,4.0
702,0.73,Premium,E,VS2,62.0,57.0,2854,5.86,5.76,3.6
703,0.91,Fair,J,VS2,64.4,62.0,2854,6.06,6.03,3.89
704,0.91,Fair,J,VS2,65.4,60.0,2854,6.04,6.0,3.94
705,0.91,Good,J,VS2,64.2,58.0,2854,6.12,6.09,3.92
707,0.7,Premium,E,VS1,58.4,59.0,2854,5.91,5.83,3.43
708,0.68,Premium,F,VVS2,61.7,57.0,2854,5.67,5.64,3.49
709,0.73,Very Good,F,VS2,62.5,57.0,2855,5.7,5.75,3.58
710,1.03,Good,J,SI1,63.6,57.0,2855,6.38,6.29,4.03
711,0.74,Premium,D,VS2,62.4,57.0,2855,5.8,5.74,3.6
715,1.02,Ideal,H,SI2,61.6,55.0,2856,6.49,6.43,3.98
716,0.6,Ideal,F,VVS2,60.8,57.0,2856,5.44,5.49,3.32
717,0.8,Ideal,G,SI2,61.6,56.0,2856,5.97,6.01,3.69
718,0.97,Ideal,F,I1,60.7,56.0,2856,6.43,6.41,3.9
720,0.26,Ideal,E,VS1,62.3,57.0,556,4.05,4.08,2.53
721,0.26,Ideal,E,VS1,62.1,56.0,556,4.09,4.12,2.55
722,0.36,Ideal,H,SI1,61.9,55.0,556,4.57,4.59,2.83
724,0.34,Good,E,SI1,63.3,57.0,556,4.44,4.47,2.82
725,0.34,Good,E,SI1,63.5,55.0,556,4.44,4.47,2.83
726,0.34,Good,E,SI1,63.4,55.0,556,4.44,4.46,2.82
727,0.34,Very Good,G,VS2,59.6,62.0,556,4.54,4.56,2.71
728,0.34,Ideal,E,SI1,62.2,54.0,556,4.47,4.5,2.79
729,0.32,Good,E,VS2,64.1,54.0,556,4.34,4.37,2.79
730,0.31,Ideal,I,VVS1,61.6,55.0,557,4.36,4.41,2.7
731,0.31,Ideal,I,VVS1,61.3,56.0,557,4.36,4.38,2.68
732,0.31,Ideal,I,VVS1,62.3,54.0,557,4.37,4.4,2.73
733,0.31,Ideal,I,VVS1,62.0,54.0,557,4.37,4.4,2.72
734,0.31,Ideal,I,VVS1,62.7,53.0,557,4.33,4.35,2.72
735,0.31,Ideal,I,VVS1,62.2,53.0,557,4.36,4.38,2.72
736,0.31,Ideal,G,VS2,62.2,53.6,557,4.32,4.35,2.7
737,0.31,Ideal,H,VS1,61.6,54.8,557,4.35,4.37,2.69
738,0.31,Ideal,H,VS1,61.8,54.2,557,4.33,4.37,2.69
739,0.33,Premium,G,SI2,59.4,59.0,557,4.52,4.5,2.68
740,0.33,Premium,F,SI2,62.3,58.0,557,4.43,4.4,2.75
741,0.33,Premium,G,SI2,62.6,58.0,557,4.42,4.4,2.76
742,0.33,Ideal,G,SI2,61.9,56.0,557,4.45,4.41,2.74
743,0.33,Premium,F,SI2,63.0,58.0,557,4.42,4.4,2.78
744,0.33,Premium,J,VS1,62.8,58.0,557,4.41,4.38,2.76
745,0.33,Premium,J,VS1,61.5,61.0,557,4.46,4.39,2.72
746,0.33,Ideal,J,VS1,62.1,55.0,557,4.44,4.41,2.75
747,0.33,Ideal,I,SI1,63.0,57.0,557,4.39,4.37,2.76
